date,WS2M,T2M,T2M_MAX,PRECTOTCORR,latitude,longitude
2020-09-01,2.52,30.16,38.66,0.0,30.0444,31.2357
2020-09-02,2.11,30.41,38.84,0.0,30.0444,31.2357
2020-09-03,2.55,30.31,39.57,0.0,30.0444,31.2357
2020-09-04,3.21,31.81,42.18,0.0,30.0444,31.2357
2020-09-05,3.72,31.34,41.67,0.0,30.0444,31.2357
2020-09-06,3.49,30.45,39.62,0.0,30.0444,31.2357
2020-09-07,3.23,30.3,39.08,0.0,30.0444,31.2357
2020-09-08,3.69,30.25,39.33,0.0,30.0444,31.2357
2020-09-09,3.34,29.76,38.81,0.0,30.0444,31.2357
2020-09-10,2.44,29.08,36.9,0.0,30.0444,31.2357
2020-09-11,2.22,29.35,37.49,0.0,30.0444,31.2357
2020-09-12,1.96,29.83,37.84,0.0,30.0444,31.2357
2020-09-13,2.93,29.35,37.83,0.0,30.0444,31.2357
2020-09-14,2.81,28.83,36.77,0.0,30.0444,31.2357
2020-09-15,2.98,28.9,37.25,0.0,30.0444,31.2357
2020-09-16,2.87,28.78,37.82,0.0,30.0444,31.2357
2020-09-17,3.43,29.88,39.17,0.0,30.0444,31.2357
2020-09-18,4.55,30.18,39.66,0.0,30.0444,31.2357
2020-09-19,4.58,29.64,38.54,0.0,30.0444,31.2357
2020-09-20,3.87,28.81,37.06,0.0,30.0444,31.2357
2020-09-21,2.38,29.31,37.24,0.0,30.0444,31.2357
2020-09-22,3.99,29.09,36.65,0.0,30.0444,31.2357
2020-09-23,3.56,27.77,34.93,0.0,30.0444,31.2357
2020-09-24,3.21,26.84,34.92,0.0,30.0444,31.2357
2020-09-25,2.82,27.71,36.23,0.0,30.0444,31.2357
2020-09-26,2.02,27.66,34.91,0.0,30.0444,31.2357
2020-09-27,4.59,28.1,37.39,0.0,30.0444,31.2357
2020-09-28,4.63,29.53,39.75,0.0,30.0444,31.2357
2020-09-29,3.6,30.03,40.09,0.0,30.0444,31.2357
2020-09-30,2.84,29.48,38.92,0.0,30.0444,31.2357
2020-10-01,2.87,27.88,35.56,0.0,30.0444,31.2357
2020-10-02,2.46,26.83,34.02,0.0,30.0444,31.2357
2020-10-03,3.39,26.12,33.77,0.0,30.0444,31.2357
2020-10-04,3.04,25.92,34.17,0.0,30.0444,31.2357
2020-10-05,3.06,25.78,34.57,0.0,30.0444,31.2357
2020-10-06,3.29,26.2,35.79,0.0,30.0444,31.2357
2020-10-07,3.32,27.85,37.72,0.0,30.0444,31.2357
2020-10-08,2.16,29.73,40.02,0.0,30.0444,31.2357
2020-10-09,3.06,28.41,37.39,0.0,30.0444,31.2357
2020-10-10,3.27,26.72,34.08,0.0,30.0444,31.2357
2020-10-11,2.91,25.86,32.97,0.0,30.0444,31.2357
2020-10-12,2.62,25.29,32.3,0.0,30.0444,31.2357
2020-10-13,3.03,25.26,32.92,0.0,30.0444,31.2357
2020-10-14,4.0,25.45,34.03,0.0,30.0444,31.2357
2020-10-15,3.5,26.03,34.04,0.0,30.0444,31.2357
2020-10-16,3.11,24.64,32.23,0.0,30.0444,31.2357
2020-10-17,3.44,23.41,31.86,0.0,30.0444,31.2357
2020-10-18,3.07,23.64,33.15,0.03,30.0444,31.2357
2020-10-19,4.35,25.45,35.48,0.09,30.0444,31.2357
2020-10-20,3.58,25.84,34.13,0.06,30.0444,31.2357
2020-10-21,3.77,25.23,33.0,0.15,30.0444,31.2357
2020-10-22,2.76,25.23,32.9,0.02,30.0444,31.2357
2020-10-23,1.92,25.11,32.87,0.0,30.0444,31.2357
2020-10-24,2.41,23.79,30.12,0.08,30.0444,31.2357
2020-10-25,1.68,22.84,29.42,0.0,30.0444,31.2357
2020-10-26,1.59,23.86,30.78,0.03,30.0444,31.2357
2020-10-27,2.33,23.96,30.58,0.11,30.0444,31.2357
2020-10-28,2.8,23.82,30.13,0.04,30.0444,31.2357
2020-10-29,2.88,24.71,31.8,0.0,30.0444,31.2357
2020-10-30,3.27,24.44,31.01,0.01,30.0444,31.2357
2020-10-31,3.56,23.38,29.56,0.12,30.0444,31.2357
2020-11-01,3.24,22.74,28.27,0.27,30.0444,31.2357
2020-11-02,2.47,21.79,27.8,0.03,30.0444,31.2357
2020-11-03,2.02,20.72,26.56,0.16,30.0444,31.2357
2020-11-04,2.8,21.08,27.11,0.03,30.0444,31.2357
2020-11-05,3.57,20.36,25.68,0.09,30.0444,31.2357
2020-11-06,2.2,20.39,25.25,0.57,30.0444,31.2357
2020-11-07,1.66,19.6,25.09,0.2,30.0444,31.2357
2020-11-08,2.21,20.24,25.7,0.14,30.0444,31.2357
2020-11-09,3.16,20.13,24.94,0.18,30.0444,31.2357
2020-11-10,2.8,19.28,25.8,0.0,30.0444,31.2357
2020-11-11,1.8,18.67,25.39,0.0,30.0444,31.2357
2020-11-12,1.74,19.82,26.8,0.0,30.0444,31.2357
2020-11-13,1.68,20.36,27.46,0.0,30.0444,31.2357
2020-11-14,3.14,19.91,26.51,0.61,30.0444,31.2357
2020-11-15,3.19,18.3,24.31,0.03,30.0444,31.2357
2020-11-16,2.69,18.63,25.0,0.04,30.0444,31.2357
2020-11-17,2.46,18.39,25.15,0.0,30.0444,31.2357
2020-11-18,2.68,18.8,26.24,0.0,30.0444,31.2357
2020-11-19,2.45,18.64,25.15,0.0,30.0444,31.2357
2020-11-20,3.2,16.36,21.78,6.27,30.0444,31.2357
2020-11-21,2.68,15.4,21.6,0.08,30.0444,31.2357
2020-11-22,1.39,17.02,23.36,0.0,30.0444,31.2357
2020-11-23,2.57,17.68,23.43,0.12,30.0444,31.2357
2020-11-24,2.46,19.01,24.64,0.15,30.0444,31.2357
2020-11-25,2.88,16.91,21.6,1.18,30.0444,31.2357
2020-11-26,3.08,16.4,21.45,0.74,30.0444,31.2357
2020-11-27,1.14,16.64,21.49,0.04,30.0444,31.2357
2020-11-28,1.84,15.75,21.74,0.0,30.0444,31.2357
2020-11-29,0.99,15.52,21.62,0.0,30.0444,31.2357
2020-11-30,1.49,15.95,22.33,0.0,30.0444,31.2357
2020-12-01,2.56,14.43,22.42,0.0,30.0444,31.2357
2020-12-02,1.13,15.99,21.33,0.01,30.0444,31.2357
2020-12-03,1.04,17.39,23.18,0.0,30.0444,31.2357
2020-12-04,1.87,15.69,21.64,0.0,30.0444,31.2357
2020-12-05,1.93,15.46,22.09,0.0,30.0444,31.2357
2020-12-06,1.22,15.93,22.54,0.0,30.0444,31.2357
2020-12-07,3.97,18.06,26.21,0.09,30.0444,31.2357
2020-12-08,1.5,16.42,23.23,0.11,30.0444,31.2357
2020-12-09,1.32,15.32,22.82,0.0,30.0444,31.2357
2020-12-10,1.17,15.92,23.07,0.0,30.0444,31.2357
2020-12-11,1.93,16.47,23.67,0.0,30.0444,31.2357
2020-12-12,1.99,17.31,22.91,0.09,30.0444,31.2357
2020-12-13,3.36,18.71,27.14,0.0,30.0444,31.2357
2020-12-14,4.79,16.16,20.99,0.0,30.0444,31.2357
2020-12-15,5.13,15.11,20.14,0.05,30.0444,31.2357
2020-12-16,2.79,15.58,20.89,0.3,30.0444,31.2357
2020-12-17,1.58,15.6,21.68,0.03,30.0444,31.2357
2020-12-18,2.01,15.17,21.9,0.01,30.0444,31.2357
2020-12-19,2.58,15.36,22.38,0.03,30.0444,31.2357
2020-12-20,2.75,14.8,22.02,0.04,30.0444,31.2357
2020-12-21,2.36,15.26,23.38,0.02,30.0444,31.2357
2020-12-22,2.74,15.45,22.36,0.01,30.0444,31.2357
2020-12-23,2.6,14.4,21.06,0.0,30.0444,31.2357
2020-12-24,2.29,14.27,20.74,0.0,30.0444,31.2357
2020-12-25,2.0,14.5,21.03,0.0,30.0444,31.2357
2020-12-26,3.4,15.14,23.97,0.0,30.0444,31.2357
2020-12-27,1.2,17.04,26.24,0.0,30.0444,31.2357
2020-12-28,1.86,15.31,22.32,0.0,30.0444,31.2357
2020-12-29,1.78,14.27,22.79,0.0,30.0444,31.2357
2020-12-30,1.87,14.07,22.29,0.0,30.0444,31.2357
2020-12-31,1.65,14.21,21.24,0.0,30.0444,31.2357
2021-01-01,1.89,14.68,21.54,0.0,30.0444,31.2357
2021-01-02,2.07,15.72,22.18,0.0,30.0444,31.2357
2021-01-03,1.99,15.15,22.7,0.0,30.0444,31.2357
2021-01-04,1.27,16.33,22.87,0.0,30.0444,31.2357
2021-01-05,1.48,17.29,25.26,0.0,30.0444,31.2357
2021-01-06,2.22,17.22,25.87,0.0,30.0444,31.2357
2021-01-07,2.04,18.28,27.25,0.0,30.0444,31.2357
2021-01-08,1.76,17.5,26.14,0.0,30.0444,31.2357
2021-01-09,1.91,16.06,24.69,0.0,30.0444,31.2357
2021-01-10,2.45,16.05,24.76,0.0,30.0444,31.2357
2021-01-11,2.83,16.76,25.94,0.34,30.0444,31.2357
2021-01-12,2.35,18.73,27.04,0.0,30.0444,31.2357
2021-01-13,4.28,17.15,21.29,0.0,30.0444,31.2357
2021-01-14,3.64,13.06,18.55,0.04,30.0444,31.2357
2021-01-15,2.28,12.25,18.7,0.03,30.0444,31.2357
2021-01-16,2.87,12.23,19.3,0.0,30.0444,31.2357
2021-01-17,4.53,12.29,18.91,0.02,30.0444,31.2357
2021-01-18,2.87,11.02,17.83,0.0,30.0444,31.2357
2021-01-19,4.05,12.04,17.81,0.93,30.0444,31.2357
2021-01-20,3.65,10.73,16.91,0.46,30.0444,31.2357
2021-01-21,2.78,10.25,18.1,0.0,30.0444,31.2357
2021-01-22,3.12,11.14,19.26,0.0,30.0444,31.2357
2021-01-23,1.9,11.76,20.96,0.0,30.0444,31.2357
2021-01-24,1.8,11.93,19.64,0.0,30.0444,31.2357
2021-01-25,1.53,12.67,20.81,0.0,30.0444,31.2357
2021-01-26,2.21,13.45,22.52,0.0,30.0444,31.2357
2021-01-27,3.15,14.87,22.99,0.0,30.0444,31.2357
2021-01-28,2.59,11.37,17.4,0.0,30.0444,31.2357
2021-01-29,3.48,11.26,17.42,0.21,30.0444,31.2357
2021-01-30,3.4,11.55,18.94,0.0,30.0444,31.2357
2021-01-31,3.27,14.64,23.43,0.0,30.0444,31.2357
2021-02-01,1.68,17.4,26.7,0.0,30.0444,31.2357
2021-02-02,1.62,18.51,27.72,0.0,30.0444,31.2357
2021-02-03,1.86,17.77,27.1,0.01,30.0444,31.2357
2021-02-04,2.92,14.35,19.86,2.97,30.0444,31.2357
2021-02-05,3.41,15.34,22.76,0.67,30.0444,31.2357
2021-02-06,1.26,15.22,22.86,0.0,30.0444,31.2357
2021-02-07,1.34,15.13,23.67,0.0,30.0444,31.2357
2021-02-08,1.64,17.21,27.22,0.0,30.0444,31.2357
2021-02-09,1.62,18.65,27.61,0.0,30.0444,31.2357
2021-02-10,2.21,17.3,26.83,0.0,30.0444,31.2357
2021-02-11,2.41,16.2,26.07,0.0,30.0444,31.2357
2021-02-12,2.38,14.97,23.91,0.0,30.0444,31.2357
2021-02-13,1.69,13.98,22.36,0.0,30.0444,31.2357
2021-02-14,1.71,13.68,22.29,0.0,30.0444,31.2357
2021-02-15,1.59,13.98,22.05,0.13,30.0444,31.2357
2021-02-16,4.05,10.27,13.95,5.65,30.0444,31.2357
2021-02-17,5.32,7.75,11.75,2.78,30.0444,31.2357
2021-02-18,2.94,10.35,16.4,0.24,30.0444,31.2357
2021-02-19,2.25,10.06,15.33,4.33,30.0444,31.2357
2021-02-20,2.6,11.09,18.69,0.0,30.0444,31.2357
2021-02-21,1.98,11.66,18.54,0.03,30.0444,31.2357
2021-02-22,2.36,12.38,18.92,0.02,30.0444,31.2357
2021-02-23,3.27,12.0,16.79,3.01,30.0444,31.2357
2021-02-24,3.41,13.93,21.57,0.19,30.0444,31.2357
2021-02-25,1.92,15.34,23.24,0.14,30.0444,31.2357
2021-02-26,1.53,13.94,21.55,0.0,30.0444,31.2357
2021-02-27,2.85,14.38,22.18,0.0,30.0444,31.2357
2021-02-28,2.42,13.95,21.76,0.0,30.0444,31.2357
2021-03-01,2.33,14.66,22.28,0.0,30.0444,31.2357
2021-03-02,2.55,12.88,20.61,0.07,30.0444,31.2357
2021-03-03,3.02,11.65,17.77,0.9,30.0444,31.2357
2021-03-04,3.01,12.86,20.27,1.06,30.0444,31.2357
2021-03-05,1.45,13.59,21.91,2.37,30.0444,31.2357
2021-03-06,2.75,14.08,23.99,1.33,30.0444,31.2357
2021-03-07,2.87,14.15,23.21,14.2,30.0444,31.2357
2021-03-08,2.49,14.31,22.94,19.48,30.0444,31.2357
2021-03-09,1.73,18.97,29.3,0.0,30.0444,31.2357
2021-03-10,3.23,21.54,32.19,0.0,30.0444,31.2357
2021-03-11,2.47,18.14,26.36,3.18,30.0444,31.2357
2021-03-12,3.91,14.82,22.24,1.22,30.0444,31.2357
2021-03-13,2.67,13.64,21.8,0.0,30.0444,31.2357
2021-03-14,2.96,15.0,23.64,0.0,30.0444,31.2357
2021-03-15,2.58,16.76,25.09,0.0,30.0444,31.2357
2021-03-16,2.42,16.44,24.14,0.0,30.0444,31.2357
2021-03-17,2.51,14.94,22.75,28.66,30.0444,31.2357
2021-03-18,1.99,15.12,22.48,0.02,30.0444,31.2357
2021-03-19,2.03,15.22,22.95,0.38,30.0444,31.2357
2021-03-20,1.84,20.02,28.63,0.09,30.0444,31.2357
2021-03-21,1.15,22.91,29.39,8.73,30.0444,31.2357
2021-03-22,1.74,23.19,30.29,0.0,30.0444,31.2357
2021-03-23,3.7,20.9,27.23,0.0,30.0444,31.2357
2021-03-24,4.41,14.1,19.36,0.01,30.0444,31.2357
2021-03-25,2.72,12.96,19.58,0.05,30.0444,31.2357
2021-03-26,3.09,11.85,17.49,0.26,30.0444,31.2357
2021-03-27,3.54,12.0,19.86,0.16,30.0444,31.2357
2021-03-28,3.66,13.52,20.68,0.42,30.0444,31.2357
2021-03-29,3.73,13.6,21.64,3.0,30.0444,31.2357
2021-03-30,3.25,14.11,21.67,7.02,30.0444,31.2357
2021-03-31,2.52,13.02,19.77,11.4,30.0444,31.2357
2021-04-01,2.77,13.72,20.47,0.0,30.0444,31.2357
2021-04-02,3.02,13.26,20.66,0.0,30.0444,31.2357
2021-04-03,1.9,14.56,23.09,0.0,30.0444,31.2357
2021-04-04,2.57,17.22,26.47,0.0,30.0444,31.2357
2021-04-05,2.93,18.9,30.42,0.0,30.0444,31.2357
2021-04-06,1.68,21.6,32.99,0.0,30.0444,31.2357
2021-04-07,2.15,22.75,31.63,0.0,30.0444,31.2357
2021-04-08,3.03,18.66,27.59,1.11,30.0444,31.2357
2021-04-09,3.51,15.98,24.83,0.58,30.0444,31.2357
2021-04-10,4.49,13.03,20.14,0.0,30.0444,31.2357
2021-04-11,3.19,13.63,22.12,0.0,30.0444,31.2357
2021-04-12,2.74,14.34,22.88,0.0,30.0444,31.2357
2021-04-13,2.84,15.37,24.19,0.0,30.0444,31.2357
2021-04-14,3.15,17.14,26.12,0.56,30.0444,31.2357
2021-04-15,3.08,19.32,30.21,1.19,30.0444,31.2357
2021-04-16,3.2,22.49,33.47,0.0,30.0444,31.2357
2021-04-17,3.0,23.72,34.12,0.01,30.0444,31.2357
2021-04-18,2.47,29.0,40.48,0.0,30.0444,31.2357
2021-04-19,2.68,28.2,37.2,0.0,30.0444,31.2357
2021-04-20,3.91,23.61,32.85,0.0,30.0444,31.2357
2021-04-21,4.58,19.73,28.6,0.0,30.0444,31.2357
2021-04-22,4.5,19.3,29.02,0.0,30.0444,31.2357
2021-04-23,3.99,19.42,29.93,0.0,30.0444,31.2357
2021-04-24,2.57,20.89,32.16,0.0,30.0444,31.2357
2021-04-25,3.35,24.67,36.29,0.0,30.0444,31.2357
2021-04-26,3.9,20.09,27.7,0.3,30.0444,31.2357
2021-04-27,2.43,19.96,29.06,0.17,30.0444,31.2357
2021-04-28,3.81,22.15,33.14,0.02,30.0444,31.2357
2021-04-29,4.25,25.48,37.08,0.0,30.0444,31.2357
2021-04-30,3.76,26.94,38.03,0.0,30.0444,31.2357
2021-05-01,3.17,27.28,37.39,0.0,30.0444,31.2357
2021-05-02,3.04,27.26,37.53,0.0,30.0444,31.2357
2021-05-03,2.98,28.27,39.64,0.0,30.0444,31.2357
2021-05-04,2.2,29.86,41.17,0.0,30.0444,31.2357
2021-05-05,2.1,29.4,39.87,0.0,30.0444,31.2357
2021-05-06,2.34,28.33,37.78,0.0,30.0444,31.2357
2021-05-07,2.77,28.74,38.64,0.0,30.0444,31.2357
2021-05-08,2.06,30.25,41.67,0.0,30.0444,31.2357
2021-05-09,2.44,30.51,39.23,0.0,30.0444,31.2357
2021-05-10,3.78,26.04,35.84,0.0,30.0444,31.2357
2021-05-11,2.86,24.59,33.45,0.0,30.0444,31.2357
2021-05-12,2.31,23.73,32.22,0.0,30.0444,31.2357
2021-05-13,2.56,24.5,34.34,0.0,30.0444,31.2357
2021-05-14,3.35,25.12,35.15,0.0,30.0444,31.2357
2021-05-15,3.14,25.87,36.03,0.0,30.0444,31.2357
2021-05-16,2.97,28.7,39.27,0.0,30.0444,31.2357
2021-05-17,3.92,25.06,33.58,0.0,30.0444,31.2357
2021-05-18,3.56,25.36,35.14,0.0,30.0444,31.2357
2021-05-19,3.59,26.38,36.46,0.0,30.0444,31.2357
2021-05-20,3.43,26.97,37.43,0.0,30.0444,31.2357
2021-05-21,3.51,26.07,37.05,0.0,30.0444,31.2357
2021-05-22,4.34,23.32,31.33,0.0,30.0444,31.2357
2021-05-23,4.22,23.93,32.93,0.0,30.0444,31.2357
2021-05-24,3.96,25.34,35.16,0.0,30.0444,31.2357
2021-05-25,3.46,25.98,35.78,0.0,30.0444,31.2357
2021-05-26,3.02,27.87,38.12,0.0,30.0444,31.2357
2021-05-27,2.67,28.46,38.6,0.0,30.0444,31.2357
2021-05-28,3.16,26.98,36.71,0.0,30.0444,31.2357
2021-05-29,3.05,25.96,35.13,0.0,30.0444,31.2357
2021-05-30,2.62,28.9,38.9,0.0,30.0444,31.2357
2021-05-31,4.38,31.54,40.6,0.0,30.0444,31.2357
2021-06-01,3.87,27.63,36.41,0.0,30.0444,31.2357
2021-06-02,3.86,26.08,34.4,0.0,30.0444,31.2357
2021-06-03,4.22,24.95,34.11,0.0,30.0444,31.2357
2021-06-04,4.15,24.23,33.46,0.0,30.0444,31.2357
2021-06-05,3.84,24.73,33.39,0.0,30.0444,31.2357
2021-06-06,3.47,24.8,33.65,0.0,30.0444,31.2357
2021-06-07,3.31,25.11,34.52,0.0,30.0444,31.2357
2021-06-08,3.55,26.64,36.95,0.0,30.0444,31.2357
2021-06-09,2.68,30.53,40.28,0.0,30.0444,31.2357
2021-06-10,3.37,29.43,38.48,0.0,30.0444,31.2357
2021-06-11,3.55,28.95,37.73,0.0,30.0444,31.2357
2021-06-12,4.5,29.73,38.88,0.0,30.0444,31.2357
2021-06-13,4.63,28.45,36.78,0.0,30.0444,31.2357
2021-06-14,3.48,26.31,34.1,0.0,30.0444,31.2357
2021-06-15,2.81,26.57,34.58,0.0,30.0444,31.2357
2021-06-16,3.71,26.06,34.22,0.0,30.0444,31.2357
2021-06-17,3.88,25.82,34.88,0.0,30.0444,31.2357
2021-06-18,3.87,26.61,35.52,0.0,30.0444,31.2357
2021-06-19,3.28,27.19,36.13,0.0,30.0444,31.2357
2021-06-20,3.13,28.77,37.03,0.0,30.0444,31.2357
2021-06-21,2.86,29.69,37.87,0.0,30.0444,31.2357
2021-06-22,3.04,29.45,36.72,0.0,30.0444,31.2357
2021-06-23,3.36,29.43,37.54,0.0,30.0444,31.2357
2021-06-24,3.58,30.18,39.53,0.0,30.0444,31.2357
2021-06-25,3.31,29.56,38.02,0.0,30.0444,31.2357
2021-06-26,3.19,30.07,38.32,0.0,30.0444,31.2357
2021-06-27,2.85,31.88,40.79,0.0,30.0444,31.2357
2021-06-28,3.58,32.05,41.45,0.0,30.0444,31.2357
2021-06-29,2.84,31.67,40.47,0.0,30.0444,31.2357
2021-06-30,2.44,31.94,40.62,0.0,30.0444,31.2357
2021-07-01,3.06,32.52,41.62,0.0,30.0444,31.2357
2021-07-02,2.55,32.96,43.0,0.0,30.0444,31.2357
2021-07-03,3.71,31.68,42.14,0.0,30.0444,31.2357
2021-07-04,4.19,29.23,37.64,0.0,30.0444,31.2357
2021-07-05,3.83,28.69,37.61,0.0,30.0444,31.2357
2021-07-06,2.82,29.36,38.15,0.0,30.0444,31.2357
2021-07-07,3.06,30.52,39.27,0.0,30.0444,31.2357
2021-07-08,2.62,30.72,39.15,0.0,30.0444,31.2357
2021-07-09,2.63,31.08,38.77,0.0,30.0444,31.2357
2021-07-10,3.5,30.58,38.49,0.0,30.0444,31.2357
2021-07-11,2.25,30.75,38.42,0.0,30.0444,31.2357
2021-07-12,2.42,31.05,39.04,0.0,30.0444,31.2357
2021-07-13,2.81,30.34,38.81,0.0,30.0444,31.2357
2021-07-14,2.67,29.56,38.21,0.0,30.0444,31.2357
2021-07-15,2.09,30.75,40.25,0.0,30.0444,31.2357
2021-07-16,2.81,31.66,40.58,0.0,30.0444,31.2357
2021-07-17,2.38,32.17,40.46,0.0,30.0444,31.2357
2021-07-18,2.74,31.98,40.49,0.0,30.0444,31.2357
2021-07-19,2.97,32.22,40.5,0.0,30.0444,31.2357
2021-07-20,3.66,33.1,40.67,0.0,30.0444,31.2357
2021-07-21,3.84,31.72,39.49,0.0,30.0444,31.2357
2021-07-22,3.32,30.52,38.21,0.0,30.0444,31.2357
2021-07-23,4.3,29.68,37.3,0.0,30.0444,31.2357
2021-07-24,3.36,28.74,36.31,0.0,30.0444,31.2357
2021-07-25,2.81,29.32,36.86,0.0,30.0444,31.2357
2021-07-26,2.46,30.29,38.13,0.0,30.0444,31.2357
2021-07-27,2.92,30.37,38.53,0.0,30.0444,31.2357
2021-07-28,3.11,30.22,39.52,0.0,30.0444,31.2357
2021-07-29,2.93,30.56,39.23,0.0,30.0444,31.2357
2021-07-30,2.58,30.95,39.97,0.0,30.0444,31.2357
2021-07-31,2.08,31.26,40.47,0.0,30.0444,31.2357
2021-08-01,2.37,32.1,41.08,0.0,30.0444,31.2357
2021-08-02,1.91,32.14,41.01,0.0,30.0444,31.2357
2021-08-03,2.36,32.82,41.65,0.0,30.0444,31.2357
2021-08-04,2.35,34.26,43.52,0.0,30.0444,31.2357
2021-08-05,2.49,34.99,44.01,0.0,30.0444,31.2357
2021-08-06,2.11,34.25,42.52,0.0,30.0444,31.2357
2021-08-07,3.32,32.8,42.69,0.0,30.0444,31.2357
2021-08-08,3.05,30.85,39.6,0.0,30.0444,31.2357
2021-08-09,2.9,30.99,39.42,0.0,30.0444,31.2357
2021-08-10,2.85,31.15,39.57,0.0,30.0444,31.2357
2021-08-11,3.21,31.38,39.81,0.0,30.0444,31.2357
2021-08-12,2.49,31.77,39.87,0.0,30.0444,31.2357
2021-08-13,2.63,31.8,40.04,0.0,30.0444,31.2357
2021-08-14,3.24,30.55,39.02,0.0,30.0444,31.2357
2021-08-15,3.64,31.0,40.05,0.0,30.0444,31.2357
2021-08-16,3.4,30.11,38.93,0.0,30.0444,31.2357
2021-08-17,3.04,28.9,37.63,0.0,30.0444,31.2357
2021-08-18,2.56,28.51,37.01,0.0,30.0444,31.2357
2021-08-19,3.13,29.42,38.39,0.0,30.0444,31.2357
2021-08-20,2.67,29.91,38.98,0.0,30.0444,31.2357
2021-08-21,3.22,30.71,40.1,0.0,30.0444,31.2357
2021-08-22,3.5,30.69,39.64,0.0,30.0444,31.2357
2021-08-23,2.61,29.87,37.92,0.0,30.0444,31.2357
2021-08-24,2.31,29.42,37.61,0.0,30.0444,31.2357
2021-08-25,2.3,29.39,37.22,0.0,30.0444,31.2357
2021-08-26,2.94,30.06,38.61,0.0,30.0444,31.2357
2021-08-27,3.23,30.5,38.98,0.0,30.0444,31.2357
2021-08-28,2.69,30.54,39.29,0.0,30.0444,31.2357
2021-08-29,2.84,31.4,40.3,0.0,30.0444,31.2357
2021-08-30,3.28,31.16,39.04,0.0,30.0444,31.2357
2021-08-31,3.53,29.92,38.24,0.0,30.0444,31.2357
2021-09-01,3.79,29.45,38.46,0.0,30.0444,31.2357
2021-09-02,3.79,29.18,38.63,0.0,30.0444,31.2357
2021-09-03,4.05,28.37,36.95,0.0,30.0444,31.2357
2021-09-04,2.83,29.14,37.63,0.0,30.0444,31.2357
2021-09-05,3.69,28.83,36.36,0.0,30.0444,31.2357
